topology,chain_length,k_D,k_C,k_T,intrinsic_decay,run_index,seed,failure_rate,affected_share,cascade_depth,sustained_failure_steps,time_to_collapse,propagated,last_affected_node,survival_cluster_sizes,spatial_distribution,edge_count
chain,50,0.01,0.03,0.0,0.09,16,58,0.0,0.14285714285714285,37,9,57,0,37,12|4|10|5|12,network_wide,49
chain,50,0.01,0.03,0.0,0.09,17,59,0.0,0.14285714285714285,36,11,57,0,36,11|4|10|5|13,network_wide,49
chain,50,0.01,0.03,0.0,0.09,18,60,0.0,0.14285714285714285,35,11,57,0,35,10|4|10|5|14,network_wide,49
chain,50,0.01,0.03,0.0,0.09,19,61,0.0,0.14285714285714285,34,11,57,0,34,9|4|10|5|15,network_wide,49
star,50,0.01,0.02,0.0,0.06,0,42,0.0,0.32653061224489793,47,20,4,1,47,4|3|2|2|1|7|2|3|3|5|2,hub_localized,49
star,50,0.01,0.02,0.0,0.06,1,43,0.0,0.2653061224489796,46,12,4,1,46,3|4|5|1|7|2|4|3|5|3,hub_localized,49
star,50,0.01,0.02,0.0,0.06,2,44,0.0,0.2857142857142857,45,20,4,1,45,2|4|5|1|7|2|3|3|5|4,hub_localized,49
star,50,0.01,0.02,0.0,0.06,3,45,0.0,0.3469387755102041,48,27,4,1,48,1|3|2|2|1|2|4|2|4|3|5|3|1,hub_localized,49
star,50,0.01,0.02,0.0,0.06,4,46,0.0,0.30612244897959184,49,27,4,1,49,3|5|1|2|4|2|4|3|5|5,hub_localized,49
star,50,0.01,0.02,0.0,0.06,5,47,0.0,0.2857142857142857,48,20,5,1,48,3|5|1|2|4|2|4|3|5|5|1,hub_localized,49
star,50,0.01,0.02,0.0,0.06,6,48,0.0,0.32653061224489793,47,20,4,1,47,3|2|2|1|2|4|2|3|3|5|5|2,hub_localized,49
star,50,0.01,0.02,0.0,0.06,7,49,0.0,0.32653061224489793,46,20,4,1,46,2|2|2|1|2|4|2|4|3|5|3|1|3,hub_localized,49
star,50,0.01,0.02,0.0,0.06,8,50,0.0,0.32653061224489793,45,20,4,1,45,1|2|2|1|2|4|2|4|3|5|1|3|4,hub_localized,49
star,50,0.01,0.02,0.0,0.06,9,51,0.0,0.24489795918367346,44,12,5,1,44,5|1|7|2|4|3|5|5|5,hub_localized,49
star,50,0.01,0.02,0.0,0.06,10,52,0.0,0.2857142857142857,43,10,5,1,43,5|1|2|4|2|4|3|5|1|3|6,hub_localized,49
star,50,0.01,0.02,0.0,0.06,11,53,0.0,0.2653061224489796,42,20,4,1,42,4|1|2|4|2|4|3|5|5|7,hub_localized,49
star,50,0.01,0.02,0.0,0.06,12,54,0.0,0.22448979591836735,41,20,5,1,41,2|1|2|4|2|4|1|9|5|8,hub_localized,49
star,50,0.01,0.02,0.0,0.06,13,55,0.0,0.2653061224489796,40,20,5,1,40,2|1|2|4|2|4|3|5|5|9,hub_localized,49
star,50,0.01,0.02,0.0,0.06,14,56,0.0,0.2653061224489796,39,20,5,1,39,1|1|2|4|2|4|3|5|5|10,hub_localized,49
star,50,0.01,0.02,0.0,0.06,15,57,0.0,0.24489795918367346,38,20,15,1,38,1|2|4|2|4|3|5|5|11,hub_localized,49
star,50,0.01,0.02,0.0,0.06,16,58,0.0,0.24489795918367346,37,20,15,1,37,1|2|4|2|4|3|5|5|12,hub_localized,49
star,50,0.01,0.02,0.0,0.06,17,59,0.0,0.24489795918367346,41,20,15,1,41,7|2|4|9|1|1|1|4|8,hub_localized,49
star,50,0.01,0.02,0.0,0.06,18,60,0.0,0.24489795918367346,35,20,15,1,35,2|1|2|2|4|3|5|5|14,hub_localized,49
star,50,0.01,0.02,0.0,0.06,19,61,0.0,0.24489795918367346,34,20,15,1,34,1|4|2|4|3|5|3|1|15,hub_localized,49
star,50,0.01,0.02,0.0,0.07,0,42,0.0,0.24489795918367346,47,19,4,1,47,4|4|2|2|1|7|2|4|1|9|2,hub_localized,49
