k_D_value,run_index,seed,hub_final_stability,hub_min_stability,peripheral_failure_rate,peripheral_failure_peak,sustained_ignition_observed,ignition_onset_step,ignition_duration_steps,final_cooperation,final_trust,collapsed
0.12,26,68,0.9022690310642966,0.7741604443465357,0.9618079096045199,1.0,1,9,141,0.06906518957137381,0.06906518957137381,1
0.12,27,69,0.34002846994639785,0.2648677862902837,0.26271186440677935,0.5254237288135594,0,,0,0.8992690259494476,0.8992690259494476,0
0.12,28,70,0.3268389872468141,0.24485060354044752,0.24497175141242933,0.4745762711864407,0,,0,0.8610540042452457,0.8610540042452457,0
0.12,29,71,0.8489601883630806,0.7322783364804608,0.9616949152542372,1.0,1,9,141,0.06955707664706677,0.06955707664706677,1
0.13,0,42,0.3296360450737739,0.27947805756819755,0.26644067796610166,0.5254237288135594,0,,0,0.8939067146789678,0.8939067146789678,0
0.13,1,43,0.3414653304215734,0.2466018771080218,0.25028248587570645,0.6271186440677966,0,,0,0.9145953883011589,0.9145953883011589,0
0.13,2,44,0.35261459611726237,0.2622161938047105,0.2453107344632768,0.559322033898305,0,,0,0.9161138461814491,0.9161138461814491,0
0.13,3,45,0.854453960364722,0.7611253172021653,0.9648587570621469,1.0,1,7,143,0.09653329683808437,0.09653329683808437,1
0.13,4,46,0.836956733694727,0.7469836086682046,0.9645197740112995,1.0,1,7,143,0.10267771752193411,0.10267771752193411,1
0.13,5,47,0.34002180131892834,0.2698617656644617,0.22124293785310736,0.5084745762711864,0,,0,0.8967100389105321,0.8967100389105321,0
0.13,6,48,0.8479482259988274,0.7494203737417979,0.9621468926553672,1.0,1,8,142,0.09156859268467969,0.09156859268467969,1
0.13,7,49,0.35597357305037924,0.26540381760685283,0.2371751412429375,0.4745762711864407,0,,0,0.900278747587153,0.900278747587153,0
0.13,8,50,0.8973986254622833,0.7516841667747015,0.9623728813559322,1.0,1,9,141,0.08417002113125507,0.08417002113125507,1
0.13,9,51,0.8764112171295785,0.7692114374007142,0.9621468926553672,1.0,1,9,141,0.08146263015177939,0.08146263015177939,1
0.13,10,52,0.338697732822949,0.2943410152301035,0.28237288135593197,0.6610169491525424,0,,0,0.8972093270396978,0.8972093270396978,0
0.13,11,53,0.3529646261812265,0.27503013022694267,0.25107344632768347,0.5254237288135594,0,,0,0.8977477341283285,0.8977477341283285,0
0.13,12,54,0.3712286321298522,0.25221670257033674,0.23231638418079076,0.5423728813559322,0,,0,0.8916370242027943,0.8916370242027943,0
0.13,13,55,0.34681114748301367,0.26763896602635595,0.22542372881355915,0.4406779661016949,0,,0,0.8991424372320697,0.8991424372320697,0
0.13,14,56,0.8607755928275701,0.7666137514064068,0.9597740112994351,1.0,1,9,141,0.08374084817551104,0.08374084817551104,1
0.13,15,57,0.32848189885160756,0.27012706653698204,0.22666666666666652,0.3898305084745763,0,,0,0.9027655125047978,0.9027655125047978,0
0.13,16,58,0.8607256658669223,0.7367747677280596,0.9625988700564971,1.0,1,9,141,0.09574358642497466,0.09574358642497466,1
0.13,17,59,0.3573419413250406,0.26785607810664663,0.2543502824858753,0.5254237288135594,0,,0,0.8858967582601547,0.8858967582601547,0
0.13,18,60,0.8422112334051749,0.781287495600599,0.9640677966101695,1.0,1,8,142,0.08537993332848205,0.08537993332848205,1
